parent1,parent_change1,parent2,parent_change2,parent3,parent_change3,parent4,parent_change4,child,child_change,rationale
C,down_mild,I,up_mild,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,I,down_mild,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,I,down_strong,,,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,I,up_strong,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,I,up_mild,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,I,down_mild,,,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,I,down_strong,,,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,NX,up_strong,,,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,NX,up_mild,,,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,NX,down_mild,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,NX,down_strong,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,NX,up_strong,,,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,NX,up_mild,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,NX,down_mild,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,NX,down_strong,,,,,GDP,none,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,NX,up_strong,,,,,GDP,none,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,NX,up_mild,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,NX,down_mild,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,NX,down_strong,,,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,NX,up_strong,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,NX,up_mild,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,NX,down_mild,,,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,NX,down_strong,,,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,up_strong,I,up_strong,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,up_strong,I,up_mild,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,up_strong,I,down_mild,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,up_strong,I,down_strong,,,,,GDP,none,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,up_mild,I,up_strong,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,up_mild,I,up_mild,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,up_mild,I,down_mild,,,,,GDP,none,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,up_mild,I,down_strong,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,down_mild,I,up_strong,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,down_mild,I,up_mild,,,,,GDP,none,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,down_mild,I,down_mild,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,down_mild,I,down_strong,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,down_strong,I,up_strong,,,,,GDP,none,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,down_strong,I,up_mild,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,down_strong,I,down_mild,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,down_strong,I,down_strong,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,up_strong,NX,up_strong,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,up_strong,NX,up_mild,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,up_strong,NX,down_mild,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,up_strong,NX,down_strong,,,,,GDP,none,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,up_mild,NX,up_strong,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,up_mild,NX,up_mild,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,up_mild,NX,down_mild,,,,,GDP,none,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,up_mild,NX,down_strong,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,down_mild,NX,up_strong,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,down_mild,NX,up_mild,,,,,GDP,none,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,down_mild,NX,down_mild,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,down_mild,NX,down_strong,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,down_strong,NX,up_strong,,,,,GDP,none,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,down_strong,NX,up_mild,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,down_strong,NX,down_mild,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
G,down_strong,NX,down_strong,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
I,up_strong,NX,up_strong,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
I,up_strong,NX,up_mild,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
I,up_strong,NX,down_mild,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
I,up_strong,NX,down_strong,,,,,GDP,none,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
I,up_mild,NX,up_strong,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
I,up_mild,NX,up_mild,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
I,up_mild,NX,down_mild,,,,,GDP,none,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
I,up_mild,NX,down_strong,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
I,down_mild,NX,up_strong,,,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
I,down_mild,NX,up_mild,,,,,GDP,none,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
I,down_mild,NX,down_mild,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
I,down_mild,NX,down_strong,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
I,down_strong,NX,up_strong,,,,,GDP,none,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
I,down_strong,NX,up_mild,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
I,down_strong,NX,down_mild,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
I,down_strong,NX,down_strong,,,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,up_strong,I,up_strong,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,up_strong,I,up_mild,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,up_strong,I,down_mild,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,up_strong,I,down_strong,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,up_mild,I,up_strong,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,up_mild,I,up_mild,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,up_mild,I,down_mild,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,up_mild,I,down_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,down_mild,I,up_strong,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,down_mild,I,up_mild,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,down_mild,I,down_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,down_mild,I,down_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,down_strong,I,up_strong,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,down_strong,I,up_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,down_strong,I,down_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,down_strong,I,down_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,up_strong,I,up_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,up_strong,I,up_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,up_strong,I,down_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,up_strong,I,down_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,up_mild,I,up_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,up_mild,I,up_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,up_mild,I,down_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,up_mild,I,down_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,down_mild,I,up_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,down_mild,I,up_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,down_mild,I,down_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,down_mild,I,down_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,down_strong,I,up_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,down_strong,I,up_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,down_strong,I,down_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,down_strong,I,down_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,up_strong,I,up_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,up_strong,I,up_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,up_strong,I,down_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,up_strong,I,down_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,up_mild,I,up_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,up_mild,I,up_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,up_mild,I,down_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,up_mild,I,down_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,down_mild,I,up_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,down_mild,I,up_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,down_mild,I,down_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,down_mild,I,down_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,down_strong,I,up_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,down_strong,I,up_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,down_strong,I,down_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,down_strong,I,down_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,up_strong,I,up_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,up_strong,I,up_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,up_strong,I,down_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,up_strong,I,down_strong,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,up_mild,I,up_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,up_mild,I,up_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,up_mild,I,down_mild,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,up_mild,I,down_strong,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,down_mild,I,up_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,down_mild,I,up_mild,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,down_mild,I,down_mild,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,down_mild,I,down_strong,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,down_strong,I,up_strong,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,down_strong,I,up_mild,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,down_strong,I,down_mild,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,down_strong,I,down_strong,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,up_strong,NX,up_strong,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,up_strong,NX,up_mild,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,up_strong,NX,down_mild,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,up_strong,NX,down_strong,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,up_mild,NX,up_strong,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,up_mild,NX,up_mild,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,up_mild,NX,down_mild,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,up_mild,NX,down_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,down_mild,NX,up_strong,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,down_mild,NX,up_mild,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,down_mild,NX,down_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,down_mild,NX,down_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,down_strong,NX,up_strong,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,down_strong,NX,up_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,down_strong,NX,down_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,G,down_strong,NX,down_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,up_strong,NX,up_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,up_strong,NX,up_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,up_strong,NX,down_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,up_strong,NX,down_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,up_mild,NX,up_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,up_mild,NX,up_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,up_mild,NX,down_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,up_mild,NX,down_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,down_mild,NX,up_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,down_mild,NX,up_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,down_mild,NX,down_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,down_mild,NX,down_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,down_strong,NX,up_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,down_strong,NX,up_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,down_strong,NX,down_mild,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_mild,G,down_strong,NX,down_strong,,,GDP,up_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,up_strong,NX,up_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,up_strong,NX,up_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,up_strong,NX,down_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,up_strong,NX,down_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,up_mild,NX,up_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,up_mild,NX,up_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,up_mild,NX,down_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,up_mild,NX,down_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,down_mild,NX,up_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,down_mild,NX,up_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,down_mild,NX,down_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,down_mild,NX,down_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,down_strong,NX,up_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,down_strong,NX,up_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,down_strong,NX,down_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_mild,G,down_strong,NX,down_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,up_strong,NX,up_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,up_strong,NX,up_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,up_strong,NX,down_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,up_strong,NX,down_strong,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,up_mild,NX,up_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,up_mild,NX,up_mild,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,up_mild,NX,down_mild,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,up_mild,NX,down_strong,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,down_mild,NX,up_strong,,,GDP,down_mild,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,down_mild,NX,up_mild,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,down_mild,NX,down_mild,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,down_mild,NX,down_strong,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,down_strong,NX,up_strong,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,down_strong,NX,up_mild,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,down_strong,NX,down_mild,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,down_strong,G,down_strong,NX,down_strong,,,GDP,down_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,I,up_strong,NX,up_strong,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,I,up_strong,NX,up_mild,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,I,up_strong,NX,down_mild,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,I,up_strong,NX,down_strong,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,I,up_mild,NX,up_strong,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
C,up_strong,I,up_mild,NX,up_mild,,,GDP,up_strong,From Keynesian aggregate demand equation: GDP  = C + I + G + NX
